incident_number,date_time_of_call,cal_year,fin_year,type_of_incident,pump_count,pump_hours_total,hourly_notional_cost,incident_notional_cost,final_description,animal_group_parent,originof_call,property_type,property_category,special_service_type_category,special_service_type,ward_code,ward,borough_code,borough,stn_ground_name,uprn,street,usrn,postcode_district,easting_m,northing_m,easting_rounded,northing_rounded,latitude,longitude,dist,time
212826101.0,19/12/2010 08:13,2010,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,DOG FALLEN THROUGH ICE  ON LAKE,Dog,Person (mobile),Lake/pond/reservoir,Outdoor,Animal rescue from water,Wild animal rescue from water or mud,E05000620,Queenstown,E09000032,Wandsworth,Battersea,10091499918.0,Battersea Park,22900030.0,SW11,527750.0,177250.0,527750,177250,0.46540630633793023,0.4142900961176892,0.2492656374231995,8
212932101.0,19/12/2010 12:29,2010,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,DOG IN LAKE,Dog,Person (land line),Lake/pond/reservoir,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,E05011223,Crook Log,E09000004,Bexley,Bexley,100023000000.0,Danson Road,20101842.0,DA5,547524.0,174571.0,547550,174550,0.39136477970699207,0.772342943140036,0.5526359325993905,12
214289101.0,21/12/2010 10:57,2010,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,DOG STUCK IN RAILINGS,Dog,Person (mobile),Park,Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,E05000374,Hillrise,E09000019,Islington,Holloway,5300042128.0,Hazellville Road,21606446.0,N19,529569.0,187603.0,529550,187650,0.7028876066681342,0.45216842749070746,0.2637353199706118,10
214925101.0,22/12/2010 10:15,2010,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,DOG TAPPED IN FENCE,Dog,Police,Railings,Outdoor Structure,Other animal assistance,Animal assistance involving livestock - Other action,E05011465,Broad Green,E09000008,Croydon,Norbury,100021000000.0,Constance Road,20500812.0,CR0,531819.0,166930.0,531850,166950,0.22523613008100152,0.48341972759477436,0.3761464395684215,10
217392101.0,26/12/2010 20:26,2010,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,RUNNING CALL TO KITTEN IN TREE,Cat,Person (land line),Other outdoor location,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000560,Cheam,E09000029,Sutton,Sutton,5870022418.0,Chelsea Gardens,22602908.0,SM3,524473.0,164851.0,524450,164850,0.181578309175276,0.3492133634403633,0.4736599170290786,20
678111.0,02/01/2011 08:56,2011,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,FOX STUCK BETWEEN WALL AND GARAGE,Fox,Person (mobile),Private garage,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000277,St. Ann's,E09000014,Haringey,Tottenham,100023000000.0,Conway Road,21103140.0,N15,532158.0,188844.0,532150,188850,0.72993950291959,0.49992158225769023,0.3298981524652821,8
1842111.0,04/01/2011 18:56,2011,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000115,Cray Valley West,E09000006,Bromley,Orpington,200002000000.0,Millfield Close,20301217.0,BR5,546881.0,168369.0,546850,168350,0.2489151185424836,0.757416970931389,0.5908907648626753,18
2067111.0,05/01/2011 09:24,2011,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK ON SMALL LEDGE ABOVE WATER,Cat,Person (mobile),River/canal,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,E05000103,Welsh Harp,E09000005,Brent,Willesden,202083269.0,Harp Island Close,20200936.0,NW10,520780.0,186635.0,520750,186650,0.6855804468004921,0.2916233391281472,0.4357710671901089,9
3992111.0,09/01/2011 08:52,2011,2010/11,Special Service,1.0,2.0,260,0.09724770642201835,ASSIST RSPCA RETRIEVE A CAT,Cat,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,E05000053,Golders Green,E09000003,Barnet,Finchley,200200344.0,Ashbourne Avenue,20001520.0,NW11,524676.0,188983.0,524650,188950,0.7375108998349401,0.3636446635394278,0.3913284055623904,8
6236111.0,13/01/2011 19:10,2011,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,FOX STUCK BETWEEN FENCE PANELS,Fox,Person (land line),Railings,Outdoor Structure,Other animal assistance,Animal assistance involving livestock - Other action,E05000648,Westbourne,E09000033,Westminster,North Kensington,100023000000.0,Leamington Road Villas,8400535.0,W11,524925.0,181521.0,524950,181550,0.5654336342825603,0.36483640175725773,0.2916803867249233,19
9540111.0,20/01/2011 09:01,2011,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH REMOVAL OF CAT FROM TREE,Cat,Person (land line),Cycle path/public footpath/bridleway,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000557,Belmont,E09000029,Sutton,Sutton,5870028202.0,Kingswood Drive,22602417.0,SM2,525708.0,162810.0,525750,162850,0.13385288305199866,0.3707029728109643,0.4753493105075453,9
12290111.0,25/01/2011 16:47,2011,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED BEHIND SHED,Cat,Person (land line),Private Garden Shed,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000521,Hampton North,E09000027,Richmond upon Thames,Twickenham,100022000000.0,Stevens Close,22401889.0,TW12,512515.0,170965.0,512550,170950,0.3288632654404258,0.13475061438684793,0.5802409008334372,16
13146111.0,27/01/2011 16:43,2011,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK UP TREE,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05011095,Borough & Bankside,E09000028,Southwark,Dowgate,200003000000.0,Copperfield Street,22500603.0,SE1,532158.0,179964.0,532150,179950,0.5253441881430073,0.49571314026112157,0.1848339984959438,16
14131111.0,29/01/2011 12:15,2011,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,TO REMOVE LOCK FROM GARAGES - CAT INSIDE,Cat,Person (land line),Vehicle Repair Workshop,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000131,Cantelowes,E09000007,Camden,Kentish Town,5071843.0,Camden Mews,20400538.0,NW1,529615.0,184661.0,529650,184650,0.6350755387308469,0.45163762058854845,0.2086314357904882,12
17182111.0,04/02/2011 07:40,2011,2010/11,Special Service,1.0,2.0,260,0.09724770642201835,HORSE COLLAPSED,Horse,Person (land line),Barn,Non Residential,Animal rescue from below ground,Animal rescue from below ground - Farm animal,E05000059,Totteridge,E09000003,Barnet,Finchley,200075806.0,Lullington Garth,20027560.0,N12,525250.0,192250.0,525250,192250,0.8124592045370893,0.3755772828394909,0.4158421443288344,7
19256111.0,07/02/2011 17:53,2011,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,DOG WITH JAW TRAPPED IN FENCING,Dog,Person (mobile),Park,Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,E05000378,St. George's,E09000019,Islington,Holloway,5300092653.0,Tufnell Park Road,21606493.0,N7,530233.0,185970.0,530250,185950,0.6648711513945821,0.4635014884085914,0.233714913944326,17
20451111.0,10/02/2011 00:42,2011,2010/11,Special Service,1.0,2.0,260,0.09724770642201835,CAT IMPALED ON RAILINGS,Cat,Person (land line),Railings,Outdoor Structure,Other animal assistance,Animal assistance involving livestock - Other action,E05000423,Herne Hill,E09000022,Lambeth,Brixton,200000000000.0,Flaxman Road,21900566.0,SE5,532014.0,176231.0,532050,176250,0.4394204281090867,0.49133238564381576,0.2533958306681352,0
22134111.0,13/02/2011 13:42,2011,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK IN TREE,Cat,Person (mobile),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000198,Enfield Highway,E09000010,Enfield,Enfield,207161278.0,Celadon Close,20702172.0,EN3,536143.0,196803.0,536150,196850,0.9108731864150078,0.5764356342984766,0.4898716393097282,13
22865111.0,15/02/2011 08:52,2011,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,FOX TRAPPED BETWEEN TWO FENCES,Fox,Person (mobile),Railings,Outdoor Structure,Animal rescue from height,Wild animal rescue from height,E05000313,Havering Park,E09000016,Havering,Romford,100021000000.0,Ashvale Gardens,21300966.0,RM5,550786.0,192089.0,550750,192050,0.7927141684406953,0.8410666699214296,0.6351176930302009,8
30890111.0,03/03/2011 15:57,2011,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED BETWEEN SHED & FENCE,Cat,Person (land line),Private Garden Shed,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000218,Eltham North,E09000011,Greenwich,Eltham,100021000000.0,Greenvale Road,20800683.0,SE9,542832.0,175165.0,542850,175150,0.40813138006171085,0.6874058652651228,0.4812784973380771,15
31280111.0,04/03/2011 11:48,2011,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK IN TREE,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05011109,Old Kent Road,E09000028,Southwark,Old Kent Road,200003000000.0,Avondale Square,22500119.0,SE1,534077.0,178126.0,534050,178150,0.48183863355046624,0.5297373072457673,0.2794042143561816,11
31985111.0,05/03/2011 16:20,2011,2010/11,Special Service,1.0,2.0,260,0.09724770642201835,ASSIST RSPCA WITH CAT STUCK UP TREE,Cat,Person (mobile),Woodland/forest - broadleaf/hardwood,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000060,Underhill,E09000003,Barnet,Barnet,200156486.0,Hammond Close,20020640.0,EN5,524441.0,195633.0,524450,195650,0.8908656389899715,0.3623421928046369,0.4625835189454978,16
32125111.0,05/03/2011 20:35,2011,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,RUNNING CALL TO CAT TRAPPED IN GARAGE,Cat,Person (mobile),Other education establishment,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000419,Clapham Town,E09000022,Lambeth,Clapham,200000000000.0,Belmont Road,21900167.0,SW4,529473.0,175582.0,529450,175550,0.42597084388533313,0.44484530280325824,0.2309257153285406,20
32145111.0,05/03/2011 21:18,2011,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,KITTEN TRAPPED ON LEDGE BETWEEN TWO BUILDINGS,Cat,Person (mobile),Restaurant/cafe,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,E05000380,St. Peter's,E09000019,Islington,Islington,5300095158.0,Upper Street,21606199.0,N1,531629.0,183540.0,531650,183550,0.6080531009730675,0.48777721850503286,0.2273289862732,21
33179111.0,07/03/2011 20:57,2011,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,FOX TRAPPED IN WIRE,Fox,Person (mobile),Garden equipment,Outdoor Structure,Other animal assistance,Animal assistance involving livestock - Other action,E05000489,Plaistow North,E09000025,Newham,Plaistow,46070667.0,Stirling Road,22207905.0,E13,540674.0,183160.0,540650,183150,0.5937088143530658,0.6522182122785526,0.4198312589600809,20
33518111.0,08/03/2011 14:15,2011,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,DOG STUCK IN MUD ON LAKE,Dog,Person (mobile),Lake/pond/reservoir,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,E05009320,Bow West,E09000030,Tower Hamlets,Bethnal Green,6057757.0,Victoria Park,22700893.0,E9,535708.0,183586.0,535750,183550,0.6066367345467362,0.5620468596899659,0.3315408134755069,14
34099111.0,09/03/2011 15:06,2011,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,SMALL ANIMAL RESCUE,Cat,Person (mobile),Purpose built office,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,E05000131,Cantelowes,E09000007,Camden,Kentish Town,5078715.0,Bartholomew Road,20400384.0,NW5,529128.0,184658.0,529150,184650,0.6352923368356499,0.44276928601800847,0.2250155127985744,15
34588111.0,10/03/2011 14:53,2011,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,DOG STUCK ON GARAGE ROOF,Dog,Person (mobile),Private garage,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,E05000280,Tottenham Green,E09000014,Haringey,Tottenham,100021000000.0,Hale Gardens,21103364.0,N17,534191.0,189483.0,534150,189450,0.7434297752455336,0.5372729671699448,0.3790285200351049,14
36607111.0,14/03/2011 09:44,2011,2010/11,Special Service,1.0,2.0,260,0.09724770642201835,ASSIST RSPCA WITH CAT IN TREE,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000569,Wallington North,E09000029,Sutton,Wallington,5870077757.0,Westcroft Road,22605657.0,SM5,528375.0,164768.0,528350,164750,0.17744163417365283,0.4199470272657139,0.4122778820164817,9
39944111.0,20/03/2011 13:07,2011,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,SWAN TRAPPED UNDER PONTOON,Bird,Person (land line),Lake/pond/reservoir,Outdoor,Animal rescue from water,Animal rescue from water - Bird,E05009323,Canary Wharf,E09000030,Tower Hamlets,Millwall,6061889.0,Westferry Road,22701325.0,E14,537256.0,179121.0,537250,179150,0.5028083122998245,0.5880275506968992,0.3406337886939506,13
40652111.0,21/03/2011 17:41,2011,2010/11,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK IN TREE,Cat,Other FRS,Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000593,Chingford Green,E09000031,Waltham Forest,Chingford,10009141891.0,Cart Lane,22822700.0,E4,539038.0,194461.0,539050,194450,0.855101540658705,0.6280906582014933,0.5090305963299281,17
46502111.0,01/04/2011 09:33,2011,2011/12,Special Service,1.0,3.0,260,0.1926605504587156,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,Person (mobile),Other outdoor location,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000557,Belmont,E09000029,Sutton,Sutton,5870028202.0,Kingswood Drive,22602417.0,SM2,525708.0,162810.0,525750,162850,0.13385288305199866,0.3707029728109643,0.4753493105075453,9
47328111.0,02/04/2011 19:32,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH CAT UP TREE,Cat,Person (land line),Other outdoor location,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000462,Hillside,E09000024,Merton,Wimbledon,48001256.0,Alexandra Road,22100093.0,SW19,524793.0,170796.0,524750,170750,0.31838309225012484,0.3576549145929007,0.405353971239949,19
48824111.0,05/04/2011 11:40,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,TO ASSIST RSPCA WITH TRAPPED GULL,Bird,Person (mobile),Purpose built office,Non Residential,Animal rescue from below ground,Animal rescue from below ground - Bird,E05000138,Holborn and Covent Garden,E09000007,Camden,Soho,5088624.0,Bedford Row,20401148.0,WC1R,530800.0,181743.0,530850,181750,0.5671427140440938,0.4718444972468724,0.1520168345940805,11
49539111.0,06/04/2011 18:50,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,Redacted,Cat,Person (land line),Pub/wine bar/bar,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,E05000380,St. Peter's,E09000019,Islington,Islington,5300052653.0,Islington Green,21605183.0,N1,531642.0,183551.0,531650,183550,0.6082987678888938,0.48801904812525526,0.2279599197227582,18
50170111.0,07/04/2011 17:30,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,BIRD TRAPPED IN WIRE FENCE,Bird,Person (land line),Railings,Outdoor Structure,Animal rescue from height,Animal rescue from height - Bird,E05000376,Junction,E09000019,Islington,Holloway,5300030632.0,Elthorne Road,21600283.0,N19,529550.0,186801.0,529550,186850,0.6844205666845103,0.45144924721784385,0.2508440671014685,17
50249111.0,07/04/2011 19:59,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,DOG STUCK UNDER SHED,Dog,Person (mobile),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000607,Valley,E09000031,Waltham Forest,Chingford,100023000000.0,Bateman Road,22813200.0,E4,537293.0,192015.0,537250,192050,0.7998476106225949,0.5950521101605956,0.4597900988494638,19
50623111.0,08/04/2011 11:30,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH PIGEON TRAPPED IN TREE,Bird,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Bird,E05000421,Ferndale,E09000022,Lambeth,Brixton,100023000000.0,Acre Lane,21900069.0,SW2,530447.0,175091.0,530450,175050,0.4140849185562381,0.462318937687577,0.2261055306709573,11
52625111.0,11/04/2011 09:23,2011,2011/12,Special Service,1.0,2.0,260,0.09724770642201835,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,Person (mobile),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000376,Junction,E09000019,Islington,Kentish Town,5300092364.0,Tremlett Grove,21600876.0,N19,529130.0,186416.0,529150,186450,0.6757967144472781,0.44362050071334663,0.2564302692741279,9
53637111.0,12/04/2011 18:55,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK IN TREE,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000413,Surbiton Hill,E09000021,Kingston upon Thames,Surbiton,100022000000.0,Ditton Road,21800332.0,KT6,518180.0,166164.0,518150,166150,0.21527744145213917,0.23561789210597364,0.5487568377706059,18
56214111.0,16/04/2011 19:57,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED UNDER CONTAINER,Cat,Person (land line),Outdoor storage,Outdoor Structure,Other animal assistance,Animal assistance involving livestock - Other action,E05000482,East Ham South,E09000025,Newham,East Ham,46053643.0,Newham Way,22208162.0,E6,542556.0,182109.0,542550,182150,0.5682859292158678,0.6859310490655254,0.439351873786831,19
56769111.0,17/04/2011 17:35,2011,2011/12,Special Service,1.0,2.0,260,0.09724770642201835,CROW TRAPPED IN NETTING,Bird,Person (land line),Railings,Outdoor Structure,Animal rescue from height,Animal rescue from height - Bird,E05000423,Herne Hill,E09000022,Lambeth,Brixton,100023000000.0,Denmark Hill,21900453.0,SE5,532511.0,175964.0,532550,175950,0.4329709408753026,0.5002396644381047,0.271617711130921,17
57712111.0,19/04/2011 09:44,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED UNDER SHED,Cat,Person (mobile),Other outdoor structures,Outdoor Structure,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000086,Barnhill,E09000005,Brent,Stanmore,202137854.0,Tookey Close,20204049.0,HA3,518942.0,187928.0,518950,187950,0.7163735717469707,0.2586930691416347,0.4774675077950325,9
57945111.0,19/04/2011 17:08,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED UNDER SHED,Cat,Person (mobile),Other outdoor structures,Outdoor Structure,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000086,Barnhill,E09000005,Brent,Stanmore,202137854.0,Tookey Close,20204049.0,HA3,518942.0,187928.0,518950,187950,0.7163735717469707,0.2586930691416347,0.4774675077950325,17
58182111.0,19/04/2011 21:42,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED IN  ROOF,Cat,Person (land line),Pub/wine bar/bar,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,E05011480,Selsdon & Addington Village,E09000008,Croydon,Addington,200001000000.0,Addington Village Road,20501645.0,CR0,537048.0,163923.0,537050,163950,0.15278249060974483,0.5768249350538212,0.4936469902673338,21
58568111.0,20/04/2011 13:59,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK UP TREE,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,E05000401,Berrylands,E09000021,Kingston upon Thames,Surbiton,100022000000.0,South Bank,21800867.0,KT6,518385.0,167278.0,518350,167250,0.24083844051912023,0.23980569160488477,0.536515707132606,13
59941111.0,22/04/2011 13:36,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED BETWEEN TWO BUILDINGS,Cat,Person (land line),Restaurant/cafe,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,E05000380,St. Peter's,E09000019,Islington,Islington,5300014896.0,Camden Passage,21604427.0,N1,531631.0,183531.0,531650,183550,0.6078445327868844,0.487809375375504,0.2272060166456992,13
59967111.0,22/04/2011 14:12,2011,2011/12,Special Service,1.0,2.0,260,0.09724770642201835,CAT TRAPPED UP TREE,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000270,Fortis Green,E09000014,Haringey,Hornsey,100023000000.0,Fortis Green,21106130.0,N10,528250.0,189750.0,528250,189750,0.7531275934018239,0.4291285249856496,0.3277053112172657,14
59992111.0,22/04/2011 14:50,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,TO ASSIST RSPCA WITH CAT STUCK IN TREE,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05011477,Purley Oaks & Riddlesdown,E09000008,Croydon,Croydon,10014048741.0,Sanderstead Road,20502318.0,CR2,532803.0,162650.0,532850,162650,0.12603469113230806,0.4992557357007008,0.4389929316059591,14
60766111.0,23/04/2011 11:03,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,INJURED CAT STUCK UP TREE AT REAR,Cat,Person (land line),Woodland/forest - conifers/softwood,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000454,Whitefoot,E09000023,Lewisham,Lee Green,100022000000.0,Evans Road,22001448.0,SE6,539454.0,172556.0,539450,172550,0.3501796519441827,0.6247291523285986,0.4523454487446444,11
64269111.0,28/04/2011 19:05,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED IN WALL,Cat,Person (mobile),Other outdoor location,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000371,Finsbury Park,E09000019,Islington,Holloway,10001295364.0,Seven Sisters Road,21603790.0,N4,531220.0,186568.0,531250,186550,0.678062711005427,0.4817577646241434,0.2724333349647233,19
65215111.0,30/04/2011 16:01,2011,2011/12,Special Service,1.0,2.0,260,0.09724770642201835,ASSIST RSPCA WITH CAT UP TREE,Cat,Person (land line),Woodland/forest - broadleaf/hardwood,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000571,Wandle Valley,E09000029,Sutton,Mitcham,5870068833.0,Thornton Road,22601078.0,SM5,527243.0,166532.0,527250,166550,0.21873895546846928,0.4002137014538409,0.4116876413010188,16
65291111.0,30/04/2011 18:30,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED BEHIND WALL,Cat,Person (mobile),Factory,Non Residential,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000212,Upper Edmonton,E09000010,Enfield,Edmonton,207052032.0,Leeds Street,20704430.0,N18,534147.0,192288.0,534150,192250,0.8080812724202764,0.5378248410161974,0.4114804770581498,18
65718111.0,01/05/2011 11:00,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,FOX TRAPPED IN SHED,Fox,Person (land line),Private Garden Shed,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000042,Whalebone,E09000002,Barking and Dagenham,Dagenham,100033146.0,Winifred Road,19900390.0,RM8,548459.0,187143.0,548450,187150,0.6803574225443507,0.7960085971726697,0.5691063020209876,11
65804111.0,01/05/2011 12:37,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,PIGEON TRAPPED IN NETTING,Bird,Person (mobile),Single shop,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000275,Noel Park,E09000014,Haringey,Hornsey,100023000000.0,High Road,21104652.0,N22,531183.0,190044.0,531150,190050,0.7581712259432846,0.4827214993117614,0.3259269596090547,12
65902111.0,01/05/2011 15:36,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH CAT UP TREE,Cat,Person (mobile),Roadside vegetation,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05009394,Dalgarno,E09000020,Kensington and Chelsea,North Kensington,217059344.0,Notting Barn Road,21700956.0,W10,523657.0,182044.0,523650,182050,0.5781991610046691,0.3419940727520544,0.3288448676808038,15
67535111.0,03/05/2011 21:08,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK IN TREE,Cat,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000145,West Hampstead,E09000007,Camden,West Hampstead,5112216.0,Inglewood Road,20400261.0,NW6,525442.0,185080.0,525450,185050,0.647145034829859,0.37584542813875377,0.3289881912774424,21
69292111.0,06/05/2011 19:01,2011,2011/12,Special Service,1.0,2.0,260,0.09724770642201835,CAT STUCK UP TREE,Cat,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000356,Heston East,E09000018,Hounslow,Southall,100022000000.0,Jessop Avenue,21501548.0,UB2,512676.0,178630.0,512650,178650,0.5054109407307141,0.14075657314488846,0.512898001555861,19
70115111.0,07/05/2011 21:25,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,BIRD TRAPPED ON LEDGE ON TOP OF SHOP,Bird,Person (land line),Single shop,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000448,Lewisham Central,E09000023,Lewisham,Lewisham,100023000000.0,Lewisham High Street,22004177.0,SE13,538331.0,175439.0,538350,175450,0.417306508652915,0.6057557005916538,0.4042455615093311,21
71417111.0,09/05/2011 23:17,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK BEHIND FENCE POSSIBLY INJURED,Cat,Person (mobile),Domestic garden (vegetation not equipment),Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,E05000446,Ladywell,E09000023,Lewisham,Lewisham,100022000000.0,Kneller Road,22000588.0,SE4,536379.0,175376.0,536350,175350,0.4170683794195444,0.5702530552936654,0.3679711591959326,23
71740111.0,10/05/2011 15:23,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED IN THICK UNDERGROWTH,Cat,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,E05000360,Hounslow South,E09000018,Hounslow,Heston,100022000000.0,Catherine Gardens,21500215.0,TW3,514690.0,175113.0,514650,175150,0.42332886054777197,0.17594865376466895,0.5169341824642625,15
73174111.0,12/05/2011 21:55,2011,2011/12,Special Service,1.0,2.0,260,0.09724770642201835,KITTEN STUCK INSIDE CAR ENGINE,Cat,Person (land line),Car,Road Vehicle,Other animal assistance,Animal assistance involving livestock - Other action,E05011233,West Heath,E09000004,Bexley,Bexley,100020000000.0,Shakespeare Road,20101275.0,DA7,548277.0,176796.0,548250,176750,0.4421182774672603,0.7872006956899418,0.5453184830903854,21
74114111.0,14/05/2011 11:14,2011,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH TRAPPED BIRDS,Bird,Person (land line),Single shop,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000649,West End,E09000033,Westminster,Soho,100023000000.0,Lower John Street,8400181.0,W1F,529375.0,180875.0,529350,180850,0.5479836943007206,0.4455119313017476,0.1200289964966911,11
